,artist,style,museum_name,lat,lon,museum_location,museum_link
653,Fernand Leger,cubism,Thyssen-Bornemisza Museum,36.7213639,-4.42305138671875,Madrid,http://www.artcyclopedia.com/scripts/r.pl?R425+198
654,Fernand Leger,cubism,University of Iowa Museum of Art,0.0,0.0,Iowa City,http://www.artcyclopedia.com/scripts/r.pl?RR33+139
655,Fernand Leger,cubism,Von der Heydt-Museum,51.257369249999996,7.1466392156630345,"Wuppertal, Germany ",http://www.artcyclopedia.com/scripts/r.pl?RI97+79
656,Fernand Leger,cubism,Walker Art Center,44.9679991,-93.28877002872632,Minnesota,http://www.artcyclopedia.com/scripts/r.pl?R581+84
657,Fernand Leger,cubism,Smithsonian American Art Museum National Art Inventories,0.0,0.0,,http://www.artcyclopedia.com/scripts/r.pl?RQ60+994
658,Mikhail Larionov,cubism,Art Institute of Chicago,41.8796009,-87.62308280420407,,http://www.artcyclopedia.com/scripts/r.pl?R054+102
659,Mikhail Larionov,cubism,Fine Arts Museums of San Francisco,0.0,0.0,,http://www.artcyclopedia.com/scripts/r.pl?RA87+842
660,Mikhail Larionov,cubism,Guggenheim Museum,40.7829932,-73.95892501810057,New York City,http://www.artcyclopedia.com/scripts/r.pl?R062+93
661,Mikhail Larionov,cubism,Museum of Modern Art,40.761612400000004,-73.97749918210806,New York City,http://www.artcyclopedia.com/scripts/r.pl?R014+577
662,Mikhail Larionov,cubism,National Galleries of Scotland,55.9508809,-3.195619300000002,Edinburgh,http://www.artcyclopedia.com/scripts/r.pl?RK91+396
663,Mikhail Larionov,cubism,National Gallery of Art,38.89131155,-77.01990447478894,Washington D.C.,http://www.nga.gov/content/ngaweb/Collection/artist-info.4586.html?artobj_artistId=4586&pageNumber=1
664,Mikhail Larionov,cubism,Tate Gallery,51.5078947,-0.0996448,"London, UK",http://www.artcyclopedia.com/scripts/r.pl?R031+227
665,Mikhail Larionov,cubism,Calderara Foundation Collection,0.0,0.0,"Milan, Italy",http://www.artcyclopedia.com/scripts/r.pl?RN18+13
666,Mikhail Larionov,cubism,"Charleston, the country home of the Bloomsbury Group",0.0,0.0,"East Sussex, England",http://www.artcyclopedia.com/scripts/r.pl?RO75+19
667,Mikhail Larionov,cubism,Los Angeles County Museum of Art,34.063736199999994,-118.35890315746158,,http://www.artcyclopedia.com/scripts/r.pl?RE85+836
668,Mikhail Larionov,cubism,Musée des Beaux-Arts de Rennes,48.1096227,-1.6749412386363636,France ,http://www.artcyclopedia.com/scripts/r.pl?R801+132
670,Mikhail Larionov,cubism,National Gallery of Armenia,40.178763950000004,44.513897970771346,"Yerevan, Armenia",http://www.artcyclopedia.com/scripts/r.pl?RM92+116
671,Mikhail Larionov,cubism,Philadelphia Museum of Art,39.965563849999995,-75.18151277315162,,http://www.artcyclopedia.com/scripts/r.pl?R063+71
672,Mikhail Larionov,cubism,Thyssen-Bornemisza Museum,36.7213639,-4.42305138671875,Madrid,http://www.artcyclopedia.com/scripts/r.pl?R425+192
673,Mikhail Larionov,cubism,Virtual Museum of Canada,0.0,0.0,,http://www.artcyclopedia.com/scripts/r.pl?R554+41
674,Mikhail Larionov,cubism,Von der Heydt-Museum,51.257369249999996,7.1466392156630345,"Wuppertal, Germany ",http://www.artcyclopedia.com/scripts/r.pl?RI97+69
675,Mikhail Larionov,cubism,Wallraf-Richartz-Museum,50.93741045,6.958443355836139,"Cologne, Germany ",http://www.artcyclopedia.com/scripts/r.pl?RB87+128
676,Henri Le Fauconnier,cubism,Hermitage Museum,59.9412076,30.315486515853937,"Saint Petersburg, Russia",http://www.artcyclopedia.com/scripts/r.pl?R126+505
677,Henri Le Fauconnier,cubism,Museum of Modern Art,40.761612400000004,-73.97749918210806,New York City,http://www.artcyclopedia.com/scripts/r.pl?R014+593
678,Henri Le Fauconnier,cubism,Frans Hals Museum,52.3766062,4.6336897,"Haarlem, Netherlands",http://www.artcyclopedia.com/scripts/r.pl?R265+42
680,Henri Le Fauconnier,cubism,The Albertina Graphic Art Databank,0.0,0.0,Vienna ,http://www.artcyclopedia.com/scripts/r.pl?RA90+251
681,Henri Le Fauconnier,cubism,Flemish Art Collection Database,0.0,0.0,Belgium ,http://www.artcyclopedia.com/scripts/r.pl?RO53+187
940,Louis Marcoussis,cubism,Art Institute of Chicago,41.8796009,-87.62308280420407,,http://www.artcyclopedia.com/scripts/r.pl?R054+265
941,Louis Marcoussis,cubism,Fine Arts Museums of San Francisco,0.0,0.0,,http://www.artcyclopedia.com/scripts/r.pl?RA87+741
942,Louis Marcoussis,cubism,Museum of Modern Art,40.761612400000004,-73.97749918210806,New York City,http://www.artcyclopedia.com/scripts/r.pl?R014+678
943,Louis Marcoussis,cubism,National Gallery of Art,38.89131155,-77.01990447478894,Washington D.C.,http://www.nga.gov/content/ngaweb/Collection/artist-info.1508.html?artobj_artistId=1508&pageNumber=1
